latitude	longitude	store_name	code	location	imei
55.64776	38.02486	Malakhovka	RU	Europe/Moscow	8630330696303482030
53.5942	25.8191	Novogrudok	BY	Europe/Minsk	359043379931766288
40.64621	-73.97069	Kensington	US	America/New_York	863033069630348990
55.54028	89.20083	Sharypovo	RU	Asia/Krasnoyarsk	8630330696303481800
51.65	-0.2	Barnet	GB	Europe/London	359043379931766320
46.32374	-120.00865	Sunnyside	US	America/Los_Angeles	8630330696303482378
52.26083	7.00417	Losser	NL	Europe/Amsterdam	8630330696303481131
-21.41222	-42.19667	Miracema	BR	America/Sao_Paulo	863033069630348719
32.55531	76.12647	Chamba	IN	Asia/Kolkata	359043379931766866
26.32293	91.00632	Barpeta	IN	Asia/Kolkata	359043379931766544
50.50301	13.63617	Most	CZ	Europe/Prague	8630330696303482188
44.85278	65.50917	Kyzylorda	KZ	Asia/Qyzylorda	8630330696303481677
42.22718	14.39024	Lanciano	IT	Europe/Rome	3590433799317661537
43.86682	-79.2663	Markham	CA	America/Toronto	863033069630348289
33.98154	-81.23621	Lexington	US	America/New_York	3590433799317661438
28.15112	-82.46148	Lutz	US	America/New_York	8630330696303482055
41.0051	-73.78458	Scarsdale	US	America/New_York	3590433799317661156
37.73604	-120.93549	Riverbank	US	America/Los_Angeles	8630330696303482113
35.50056	117.63083	Pingyi	CN	Asia/Shanghai	8630330696303481636
2.2139	102.3278	Kampung Ayer Molek	MY	Asia/Kuala_Lumpur	359043379931766502
-37.32167	-59.13316	Tandil	AR	America/Argentina/Buenos_Aires	359043379931766874
50.75767	-1.5443	Lymington	GB	Europe/London	3590433799317661644
51.19139	6.51352	Korschenbroich	DE	Europe/Berlin	8630330696303482154
51.44889	5.51978	Tongelre	NL	Europe/Amsterdam	3590433799317661842
40.49748	44.7662	Hrazdan	AM	Asia/Yerevan	8630330696303481412
9.91861	-68.30472	Tinaquillo	VE	America/Caracas	8630330696303482444
50.80904	8.77069	Marburg an der Lahn	DE	Europe/Berlin	8630330696303481115
9.92787	-84.13722	San Rafael	CR	America/Costa_Rica	359043379931766387
40.72586	8.55552	Sassari	IT	Europe/Rome	3590433799317662394
43.50891	16.43915	Split	HR	Europe/Zagreb	359043379931766007
13.51825	99.95469	Damnoen Saduak	TH	Asia/Bangkok	3590433799317661131
45.43341	-73.86586	Beaconsfield	CA	America/Toronto	3590433799317661479
50.86079	17.4674	Brzeg	PL	Europe/Warsaw	3590433799317662287
-23.85972	35.34722	Maxixe	MZ	Africa/Maputo	3590433799317661149
27.9247	78.40102	Chharra	IN	Asia/Kolkata	8630330696303482121
47.98372	10.18527	Memmingen	DE	Europe/Berlin	863033069630348859
3.3285	99.1625	Tebingtinggi	ID	Asia/Jakarta	359043379931766510
36.81667	117.81667	Zhoucun	CN	Asia/Shanghai	359043379931766106
-5.85746	144.23058	Mount Hagen	PG	Pacific/Port_Moresby	3590433799317661164
39.08367	-84.50855	Covington	US	America/New_York	863033069630348768
25.75728	75.37991	Deoli	IN	Asia/Kolkata	3590433799317661263
38.13708	41.00817	Silvan	TR	Europe/Istanbul	3590433799317662493
41.57439	24.71204	Smolyan	BG	Europe/Sofia	359043379931766296
24.41288	76.56719	Aklera	IN	Asia/Kolkata	3590433799317662360
31.28092	74.85849	Patti	IN	Asia/Kolkata	3590433799317662170
49.28669	1.00288	Elbeuf	FR	Europe/Paris	863033069630348495
50.82882	-0.32247	Lancing	GB	Europe/London	863033069630348255
54.48147	53.47103	Oktyabr‚Äôskiy	RU	Asia/Yekaterinburg	3590433799317661586
-38.16604	145.13643	Frankston South	AU	Australia/Melbourne	863033069630348180
-31.4488	-60.93173	Esperanza	AR	America/Argentina/Cordoba	3590433799317661388
-3.74912	-73.25383	Iquitos	PE	America/Lima	359043379931766429
33.86419	48.26258	Aleshtar	IR	Asia/Tehran	3590433799317661768
16.68911	98.50893	Myawadi	MM	Asia/Yangon	8630330696303481560
40.63316	-74.13653	Port Richmond	US	America/New_York	8630330696303481073
38.45598	48.87498	Astara	AZ	Asia/Baku	3590433799317662287
-38.65333	178.00417	Gisborne	NZ	Pacific/Auckland	3590433799317661701
-20.88231	55.4504	Saint-Denis	RE	Indian/Reunion	359043379931766437
10.12268	77.54372	Periyakulam	IN	Asia/Kolkata	3590433799317661800
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	8630330696303481024
41.54566	-71.29144	Middletown	US	America/New_York	3590433799317661511
39.96097	-75.60804	West Chester	US	America/New_York	863033069630348131
28.54944	-81.77285	Clermont	US	America/New_York	3590433799317661826
18.20854	-71.10077	Santa Cruz de Barahona	DO	America/Santo_Domingo	8630330696303481321
13.70727	9.15013	Mirriah	NE	Africa/Niamey	8630330696303482121
51.168	7.973	Finnentrop	DE	Europe/Berlin	359043379931766015
16.68911	98.50893	Myawadi	MM	Asia/Yangon	8630330696303481081
16.68911	98.50893	Myawadi	MM	Asia/Yangon	8630330696303481719
51.24197	4.82313	Lille	BE	Europe/Brussels	8630330696303481933
36.02506	-86.77917	Brentwood Estates	US	America/Chicago	863033069630348693
10.10649	76.35484	Alwaye	IN	Asia/Kolkata	8630330696303481412
47.46657	84.87144	Zaysan	KZ	Asia/Almaty	863033069630348883
50.06	43.2379	Mikhaylovka	RU	Europe/Volgograd	3590433799317662089
46.7055	38.2739	Yeysk	RU	Europe/Moscow	3590433799317661461
44.85278	65.50917	Kyzylorda	KZ	Asia/Qyzylorda	3590433799317661941
3.27833	32.88667	Kitgum	UG	Africa/Kampala	3590433799317661222
14.14989	121.3152	Calauan	PH	Asia/Manila	8630330696303481560
21.46527	83.97573	Sambalpur	IN	Asia/Kolkata	863033069630348099
50.20528	19.27498	Jaworzno	PL	Europe/Warsaw	863033069630348693
-34.64167	-60.47389	Chacabuco	AR	America/Argentina/Buenos_Aires	3590433799317662147
39.96097	-75.60804	West Chester	US	America/New_York	863033069630348552
51.4781	57.3552	Kuvandyk	RU	Asia/Yekaterinburg	3590433799317661743
37.30553	120.82747	Zhuangyuan	CN	Asia/Shanghai	3590433799317662303
42	21.32778	Saraj	MK	Europe/Skopje	359043379931766163
44.43579	26.01649	Sector 6	RO	Europe/Bucharest	863033069630348768
45.53929	-122.38731	Troutdale	US	America/Los_Angeles	8630330696303482162
40.67705	-73.89125	Cypress Hills	US	America/New_York	863033069630348719
37.13548	-3.67029	Las Gabias	ES	Europe/Madrid	8630330696303481230
-20.25333	-43.80139	Itabirito	BR	America/Sao_Paulo	863033069630348008
45.40008	-73.58248	Sainte-Catherine	CA	America/Toronto	8630330696303481974
16.455	120.5875	La Trinidad	PH	Asia/Manila	359043379931766221
50.75	2.25	Saint-Omer	FR	Europe/Paris	8630330696303481982
40.60538	-73.75513	Far Rockaway	US	America/New_York	3590433799317661248
50.8	3.16667	Wevelgem	BE	Europe/Brussels	863033069630348644
30.17746	-81.38758	Palm Valley	US	America/New_York	3590433799317661297
50.23271	12.87117	Karlovy Vary	CZ	Europe/Prague	3590433799317662360
10.58806	77.24779	Udumalaippettai	IN	Asia/Kolkata	3590433799317661586
33.08014	-83.2321	Milledgeville	US	America/New_York	3590433799317661438
51.12794	4.21372	Temse	BE	Europe/Brussels	3590433799317662113
48.98994	2.1699	Herblay	FR	Europe/Paris	3590433799317662444
18.65297	-72.09391	Thomazeau	HT	America/Port-au-Prince	359043379931766080
35.74788	-95.36969	Muskogee	US	America/Chicago	3590433799317661057
-25.54073	152.70493	Maryborough	AU	Australia/Brisbane	359043379931766221
54.48147	53.47103	Oktyabr‚Äôskiy	RU	Asia/Yekaterinburg	863033069630348826
35.85	117.7	Dongdu	CN	Asia/Shanghai	359043379931766320
39.46667	141.95	Yamada	JP	Asia/Tokyo	8630330696303482279
51.30001	13.10984	Oschatz	DE	Europe/Berlin	3590433799317661925
37.1759	128.9889	T‚Äôaebaek	KR	Asia/Seoul	863033069630348164
55.25	24.75	Ukmerge	LT	Europe/Vilnius	8630330696303482220
43.16547	-77.70066	Gates-North Gates	US	America/New_York	863033069630348974
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	3590433799317661982
12.1277	78.15794	Dharmapuri	IN	Asia/Kolkata	359043379931766114
-17.74431	-48.62789	Caldas Novas	BR	America/Sao_Paulo	3590433799317661461
50.75767	-1.5443	Lymington	GB	Europe/London	3590433799317661156
33.14447	47.3799	Darreh Shahr	IR	Asia/Tehran	863033069630348768
44.31771	9.32241	Chiavari	IT	Europe/Rome	863033069630348172
5.20856	-74.73584	Honda	CO	America/Bogota	863033069630348370
20.74122	-100.44843	Santa Rosa Jauregui	MX	America/Mexico_City	3590433799317661693
40.11583	67.84222	Jizzax	UZ	Asia/Samarkand	863033069630348453
36.72544	3.55665	Thenia	DZ	Africa/Algiers	3590433799317661578
37.31065	13.57661	Agrigento	IT	Europe/Rome	359043379931766817
11.50526	77.23826	Sathyamangalam	IN	Asia/Kolkata	8630330696303481834
39.71734	-74.96933	Sicklerville	US	America/New_York	8630330696303481149
36.53333	136.61667	Nonoichi	JP	Asia/Tokyo	863033069630348883
-13.7804	34.4587	Salima	MW	Africa/Blantyre	359043379931766049
35.89972	14.51472	Valletta	MT	Europe/Malta	3590433799317661776
39.96348	-4.83076	Talavera de la Reina	ES	Europe/Madrid	8630330696303481370
47.98372	10.18527	Memmingen	DE	Europe/Berlin	8630330696303482261
47.48444	36.25361	Polohy	UA	Europe/Zaporozhye	863033069630348867
43.16547	-77.70066	Gates-North Gates	US	America/New_York	863033069630348537
33.50921	-111.89903	Scottsdale	US	America/Phoenix	8630330696303481958
54.60528	18.34717	Reda	PL	Europe/Warsaw	3590433799317661040
-34.88422	150.60036	Nowra	AU	Australia/Sydney	8630330696303481586
-11.48472	-37.93278	Rio Real	BR	America/Bahia	359043379931766502
51.39323	0.47713	Strood	GB	Europe/London	3590433799317661602
43.61092	3.87723	Montpellier	FR	Europe/Paris	8630330696303481511
41.57439	24.71204	Smolyan	BG	Europe/Sofia	3590433799317661586
33.4425	129.96972	Karatsu	JP	Asia/Tokyo	863033069630348602
31.82539	72.54064	Sillanwali	PK	Asia/Karachi	8630330696303482295
55.67938	12.53463	Frederiksberg	DK	Europe/Copenhagen	8630330696303481693
52.47774	10.5511	Gifhorn	DE	Europe/Berlin	3590433799317661248
31.28092	74.85849	Patti	IN	Asia/Kolkata	863033069630348412
52.53048	13.29371	Charlottenburg-Nord	DE	Europe/Berlin	3590433799317661180
53.49389	-1.29243	Mexborough	GB	Europe/London	863033069630348677
9.535	-13.68778	Camayenne	GN	Africa/Conakry	359043379931766114
32.52515	-93.75018	Shreveport	US	America/Chicago	863033069630348859
-11.94306	-76.70944	Chosica	PE	America/Lima	359043379931766288
23.0072	-82.4017	Boyeros	CU	America/Havana	3590433799317661560
43.67681	4.63031	Arles	FR	Europe/Paris	8630330696303481628
48.28259	9.72749	Ehingen	DE	Europe/Berlin	863033069630348537
50.71229	4.52529	Rixensart	BE	Europe/Brussels	3590433799317661818
18.00747	-76.78319	New Kingston	JM	America/Jamaica	359043379931766981
51.08468	7.11393	Burscheid	DE	Europe/Berlin	8630330696303482162
47.48444	36.25361	Polohy	UA	Europe/Zaporozhye	3590433799317661834
46.18396	6.10237	Onex	CH	Europe/Zurich	3590433799317661669
31.76212	-95.63079	Palestine	US	America/Chicago	3590433799317661685
52.14	5.58472	Barneveld	NL	Europe/Amsterdam	359043379931766320
10.15031	-73.9614	El Copey	CO	America/Bogota	863033069630348594
16.0567	103.65309	Roi Et	TH	Asia/Bangkok	8630330696303482048
45.75279	130.57211	Boli	CN	Asia/Shanghai	3590433799317661982
31.76212	-95.63079	Palestine	US	America/Chicago	359043379931766619
46.32313	-0.45877	Niort	FR	Europe/Paris	8630330696303481446
40.58654	-122.39168	Redding	US	America/Los_Angeles	863033069630348214
3.8801	-77.03116	Buenaventura	CO	America/Bogota	359043379931766213
40.70995	0.57856	Amposta	ES	Europe/Madrid	359043379931766734
14.14989	121.3152	Calauan	PH	Asia/Manila	8630330696303481511
37.31065	13.57661	Agrigento	IT	Europe/Rome	3590433799317662071
9.82564	78.25795	Tiruppuvanam	IN	Asia/Kolkata	863033069630348263
5.27247	-3.59625	Bonoua	CI	Africa/Abidjan	8630330696303481404
41.15612	1.10687	Reus	ES	Europe/Madrid	8630330696303481958
46.23899	-63.13414	Charlottetown	CA	America/Halifax	3590433799317662170
43.31667	-2.68333	Gernika-Lumo	ES	Europe/Madrid	359043379931766809
42.22718	14.39024	Lanciano	IT	Europe/Rome	863033069630348826
37.49073	-2.77259	Baza	ES	Europe/Madrid	3590433799317661842
22.49396	-105.36369	Acaponeta	MX	America/Mazatlan	863033069630348271
16.0567	103.65309	Roi Et	TH	Asia/Bangkok	3590433799317661842
68.79833	16.54165	Harstad	NO	Europe/Oslo	3590433799317661826
34.06635	-84.67837	Acworth	US	America/New_York	8630330696303481131
-7.51611	109.05389	Wangon	ID	Asia/Jakarta	3590433799317661719
52.41667	0.75	Thetford	GB	Europe/London	359043379931766304
53.95278	32.86389	Roslavl‚Äô	RU	Europe/Moscow	8630330696303482105
49.738430	13.373637	Plzeň	CZ	Europe/Prague	8630330696303481511
25.92127	86.79271	Madhipura	IN	Asia/Kolkata	3590433799317661933
61.78491	34.34691	Petrozavodsk	RU	Europe/Moscow	8630330696303482451
37.49073	-2.77259	Baza	ES	Europe/Madrid	359043379931766981
21.01858	-101.2591	Guanajuato	MX	America/Mexico_City	8630330696303482139
53.5942	25.8191	Novogrudok	BY	Europe/Minsk	8630330696303482279
39.78504	-85.76942	Greenfield	US	America/Indiana/Indianapolis	3590433799317661081
40.93121	-73.89875	Yonkers	US	America/New_York	8630330696303481792
-4.83	29.65806	Mwandiga	TZ	Africa/Dar_es_Salaam	863033069630348552
29.53885	-95.44744	Fresno	US	America/Chicago	863033069630348719
39.32011	-76.51552	Rosedale	US	America/New_York	863033069630348842
49.28669	1.00288	Elbeuf	FR	Europe/Paris	3590433799317661743
65.93381	111.4834	Aykhal	RU	Asia/Yakutsk	863033069630348925
-33.38056	-56.52361	Durazno	UY	America/Montevideo	8630330696303481263
53.5942	25.8191	Novogrudok	BY	Europe/Minsk	863033069630348701
33.3213	130.94098	Hita	JP	Asia/Tokyo	3590433799317661511
41.82143	41.77921	Kobuleti	GE	Asia/Tbilisi	3590433799317662493
45.79377	8.88104	Malnate	IT	Europe/Rome	3590433799317661826
4.88441	101.96857	Gua Musang	MY	Asia/Kuala_Lumpur	359043379931766031
26.2649	81.54855	Jais	IN	Asia/Kolkata	8630330696303482287
46.08333	122.08333	Ulanhot	CN	Asia/Shanghai	8630330696303481941
30.5427	-97.54667	Hutto	US	America/Chicago	863033069630348487
45.51667	4.86667	Vienne	FR	Europe/Paris	359043379931766791
16.75973	-93.11308	Tuxtla	MX	America/Mexico_City	359043379931766056
46.67535	5.55575	Lons-le-Saunier	FR	Europe/Paris	8630330696303481669
-17.73648	168.31366	Port-Vila	VU	Pacific/Efate	3590433799317661222
38.68712	-4.10734	Puertollano	ES	Europe/Madrid	359043379931766056
48.90472	2.2469	La Garenne-Colombes	FR	Europe/Paris	8630330696303481057
34.56861	105.89333	Beidao	CN	Asia/Shanghai	3590433799317661941
8.88649	2.59753	Tchaourou	BJ	Africa/Porto-Novo	8630330696303482139
52.21099	7.02238	Gronau	DE	Europe/Berlin	8630330696303482048
31.82539	72.54064	Sillanwali	PK	Asia/Karachi	863033069630348784
21.28306	-89.66123	Progreso	MX	America/Merida	359043379931766783
21.28306	-89.66123	Progreso	MX	America/Merida	8630330696303481180
55.63711	37.38115	Solntsevo	RU	Europe/Moscow	359043379931766312
34.75856	136.13108	Ueno-ebisumachi	JP	Asia/Tokyo	359043379931766171
24.81757	84.63445	Rafiganj	IN	Asia/Kolkata	3590433799317661560
43.32686	-2.98884	Leioa	ES	Europe/Madrid	3590433799317661420
-13.7804	34.4587	Salima	MW	Africa/Blantyre	3590433799317662071
3.51667	11.5	Mbalmayo	CM	Africa/Douala	863033069630348180
-34.64966	-58.38341	Barracas	AR	America/Argentina/Buenos_Aires	359043379931766841
49.68369	8.61839	Bensheim	DE	Europe/Berlin	8630330696303481461
23.02677	113.13148	Foshan	CN	Asia/Shanghai	359043379931766486
29.22254	79.5286	Haldwani	IN	Asia/Kolkata	8630330696303482154
53.78333	-1.06667	Selby	GB	Europe/London	3590433799317661339
50.75932	25.34244	Lutsk	UA	Europe/Kyiv	863033069630348859
42.52787	-70.92866	Peabody	US	America/New_York	3590433799317661156
47.83333	59.6	Shalqar	KZ	Asia/Aqtobe	3590433799317661586
20.28527	-103.42897	Jocotepec	MX	America/Mexico_City	3590433799317662352
31.39547	34.75699	Rahat	IL	Asia/Jerusalem	359043379931766676
27.71809	-82.35176	Sun City Center	US	America/New_York	3590433799317661198
37.16911	10.03478	El Alia	TN	Africa/Tunis	3590433799317661321
-4.24444	-42.29444	Barras	BR	America/Fortaleza	359043379931766270
48.98693	2.44892	Gonesse	FR	Europe/Paris	8630330696303481560
-23.7975	-48.59278	Buri	BR	America/Sao_Paulo	359043379931766874
43.35071	46.10925	Gudermes	RU	Europe/Moscow	3590433799317661560
-2.13404	-79.59415	Milagro	EC	America/Guayaquil	3590433799317661495
39.72943	-104.83192	Aurora	US	America/Denver	863033069630348347
48.28259	9.72749	Ehingen	DE	Europe/Berlin	3590433799317661255
9.15093	-79.62098	Chilibre	PA	America/Panama	359043379931766684
20.88098	75.11937	Parola	IN	Asia/Kolkata	3590433799317661883
7.65649	4.92235	Efon-Alaaye	NG	Africa/Lagos	8630330696303481701
19.21667	73.08333	Dombivli	IN	Asia/Kolkata	8630330696303481354
58.04254	65.27258	Tavda	RU	Asia/Yekaterinburg	8630330696303482097
8.79577	-75.69947	San Carlos	CO	America/Bogota	8630330696303482071
50.9803	11.32903	Weimar	DE	Europe/Berlin	863033069630348834
29.21399	78.95693	Kashipur	IN	Asia/Kolkata	8630330696303481107
51.62907	-0.74934	High Wycombe	GB	Europe/London	359043379931766106
36.61954	4.08282	Beni Douala	DZ	Africa/Algiers	359043379931766189
51.19139	6.51352	Korschenbroich	DE	Europe/Berlin	8630330696303481024
48.8449	17.22635	Skalica	SK	Europe/Bratislava	359043379931766312
41.09246	45.36561	Qazax	AZ	Asia/Baku	359043379931766841
35.89972	14.51472	Valletta	MT	Europe/Malta	359043379931766056
10.63504	-85.43772	Liberia	CR	America/Costa_Rica	8630330696303481461
6.95194	121.96361	Recodo	PH	Asia/Manila	3590433799317662451
-31.25033	-61.4867	Rafaela	AR	America/Argentina/Cordoba	8630330696303482352
44.31771	9.32241	Chiavari	IT	Europe/Rome	8630330696303482345
40.34912	-111.90466	Saratoga Springs	US	America/Denver	359043379931766775
14.14989	121.3152	Calauan	PH	Asia/Manila	3590433799317662451
46.08333	122.08333	Ulanhot	CN	Asia/Shanghai	359043379931766049
16.455	120.5875	La Trinidad	PH	Asia/Manila	3590433799317661933
-6.48167	106.85417	Cibinong	ID	Asia/Jakarta	8630330696303482204
33.92946	-116.97725	Beaumont	US	America/Los_Angeles	359043379931766957
39.43534	-84.20299	Lebanon	US	America/New_York	3590433799317661073
17.34769	78.55757	Lal Bahadur Nagar	IN	Asia/Kolkata	8630330696303481263
42.50729	1.53414	les Escaldes	AD	Europe/Andorra	8630330696303482337
-25.42778	-49.27306	Curitiba	BR	America/Sao_Paulo	8630330696303482303
18.57677	-72.22625	Croix-des-Bouquets	HT	America/Port-au-Prince	863033069630348446
9.58126	8.2926	Kafanchan	NG	Africa/Lagos	8630330696303482014
8.88649	2.59753	Tchaourou	BJ	Africa/Porto-Novo	8630330696303482345
34.95303	-120.43572	Santa Maria	US	America/Los_Angeles	3590433799317661198
36.53333	136.61667	Nonoichi	JP	Asia/Tokyo	8630330696303481081
-4.5833	15.16554	Kasangulu	CD	Africa/Kinshasa	359043379931766411
-5.85746	144.23058	Mount Hagen	PG	Pacific/Port_Moresby	3590433799317661958
54.90083	38.07083	Stupino	RU	Europe/Moscow	3590433799317661396
50.56149	4.69889	Gembloux	BE	Europe/Brussels	863033069630348446
40.1675	34.37389	Sungurlu	TR	Europe/Istanbul	863033069630348321
44.97639	19.61222	Sremska Mitrovica	RS	Europe/Belgrade	863033069630348347
45.0408	-93.263	Columbia Heights	US	America/Chicago	359043379931766759
35.30889	139.55028	Kamakura	JP	Asia/Tokyo	359043379931766478
9.6531	124.3697	Jagna	PH	Asia/Manila	3590433799317661636
12.37169	123.62494	Masbate	PH	Asia/Manila	359043379931766999
36.24624	139.07204	Fujioka	JP	Asia/Tokyo	863033069630348685
32.87533	71.57118	Daud Khel	PK	Asia/Karachi	359043379931766494
54.39635	24.04142	Alytus	LT	Europe/Vilnius	359043379931766767
-7.60361	37.00438	Kidodi	TZ	Africa/Dar_es_Salaam	359043379931766981
50.073658	14.418540	Praha	CZ	Europe/Prague	8630330696303481495
48.812737	14.317466	Český Krumlov	CZ	Europe/Prague	359043379931766163
42.16808	-88.42814	Huntley	US	America/Chicago	8630330696303481214
0.76755	24.43973	Yangambi	CD	Africa/Lubumbashi	3590433799317661636
51.26	-2.1875	Westbury	GB	Europe/London	359043379931766791
39.33427	-76.43941	Middle River	US	America/New_York	359043379931766825
44.80477	-0.59543	Talence	FR	Europe/Paris	359043379931766163
-3.20333	-52.20639	Altamira	BR	America/Santarem	8630330696303482394
48.86667	2.08333	Marly-le-Roi	FR	Europe/Paris	863033069630348446
13.48082	-86.58208	Somoto	NI	America/Managua	359043379931766494
58.7002	59.4839	Kachkanar	RU	Asia/Yekaterinburg	8630330696303482188
35.85	117.7	Dongdu	CN	Asia/Shanghai	863033069630348412
41.54566	-71.29144	Middletown	US	America/New_York	8630330696303482360
49.738430	13.373637	Plzeň	CZ	Europe/Prague	8630330696303481396
