ts	imei	mwra	c.android.gm	c.android.chrome	c.dogalize	c.katana	c.android.youtube	c.android.vending	c.updateassist	c.UCMobile.intl	c.raider	c.UCMobile.x86
2018-05-05 10:25:00	8630330696303482402	1.00000	12.55395	8.34983	13.59833	16.17954	12.19603	42.58200	47.53774	57.62004	76.80018	78.64752
2018-05-05 10:26:00	863033069630348164	1.00000	10.72300	12.91706	14.37062	12.98479	10.46644	32.65212	20.57188	87.48504	78.50261	2.64669
2018-05-05 10:27:00	8630330696303481073	1.00000	15.91117	9.22509	10.58015	11.55905	15.36952	49.30600	63.35945	48.51572	42.77046	25.66122
2018-05-05 10:28:00	359043379931766254	0.00000	10.34035	8.74228	11.83729	6.31866	11.64830	50.98833	44.20592	80.17738	8.61075	88.17258
2018-05-05 10:29:00	8630330696303481586	0.00000	17.13700	12.04700	9.43722	11.51192	10.47752	46.45996	61.18885	83.44862	54.30777	7.66175
2018-05-05 10:30:00	359043379931766791	0.00000	13.77866	9.38376	11.90342	12.45094	14.47668	64.64393	56.33738	90.89568	15.17868	58.31449
2018-05-05 10:31:00	3590433799317662311	0.00000	16.41123	6.59858	9.78511	12.71249	13.62477	64.21558	69.43949	71.80398	80.54054	77.06689
2018-05-05 10:32:00	8630330696303481768	1.00000	6.96657	13.91112	14.00317	12.10429	10.81148	55.38632	65.11237	97.10494	92.39202	56.28296
2018-05-05 10:33:00	863033069630348503	1.00000	6.94613	13.40831	13.60311	11.65447	9.28190	42.60109	40.14810	38.43437	85.14316	54.87128
2018-05-05 10:34:00	359043379931766262	1.00000	10.38969	14.00243	14.56001	12.39539	12.08636	53.19135	58.61917	37.16340	46.88668	8.89279
2018-05-05 10:35:00	3590433799317661818	1.00000	12.94942	11.52835	20.38650	10.37044	13.62440	59.11133	46.14094	84.97930	93.04972	72.59362
2018-05-05 10:36:00	3590433799317661222	1.00000	10.81426	10.04398	16.80709	12.15582	9.55295	46.75273	64.49967	82.66854	13.93537	66.90648
2018-05-05 10:37:00	863033069630348776	1.00000	11.74569	8.96326	16.34378	9.88745	11.65834	49.22750	49.50536	77.14746	86.15469	87.94068
2018-05-05 10:38:00	863033069630348263	1.00000	16.60741	8.27608	13.87726	13.65827	13.55847	39.25715	61.17425	76.02320	62.04397	86.10237
2018-05-05 10:39:00	3590433799317661479	0.00000	17.81128	10.79579	10.55830	9.49064	12.25041	65.86374	67.99434	34.87836	37.19014	44.68712
2018-05-05 10:40:00	863033069630348941	0.00000	11.94800	9.45372	12.92640	8.13576	13.38142	65.44963	66.67460	52.83441	65.98779	14.56556
2018-05-05 10:41:00	359043379931766148	1.00000	13.50363	7.27162	13.58321	14.12218	12.97045	66.30706	36.31745	69.80796	53.56634	23.54458
2018-05-05 10:42:00	3590433799317661966	1.00000	10.39734	13.98942	17.85458	11.65602	13.41321	43.69621	36.78344	75.28273	53.64866	78.73376
2018-05-05 10:43:00	3590433799317661297	1.00000	12.17018	8.07989	18.42121	14.79182	9.89874	45.85853	59.83186	80.29482	17.04455	68.89250
2018-05-05 10:44:00	863033069630348461	0.00000	7.03560	12.28335	10.67331	12.59157	10.84456	46.11260	45.30029	21.61279	40.44546	3.50639
2018-05-05 10:45:00	359043379931766726	0.00000	15.20471	10.99790	13.91558	11.16288	12.25814	50.51290	61.77867	59.16818	58.90211	29.62601
2018-05-05 10:46:00	359043379931766395	1.00000	13.45196	10.86078	13.32126	14.19278	13.33327	24.02773	65.71415	25.90682	99.31342	99.30876
2018-05-05 10:47:00	3590433799317661479	0.00000	11.20816	8.52449	12.93977	10.76566	14.65644	30.18235	60.38271	76.21965	30.18199	92.91697
2018-05-05 10:48:00	359043379931766254	1.00000	11.70376	9.82668	15.11212	13.50724	10.18250	57.19960	57.82685	54.70345	94.79380	58.38368
2018-05-05 10:49:00	359043379931766064	1.00000	15.03192	11.64081	16.34191	13.52070	9.83840	52.92450	78.30485	78.99278	30.59079	56.11268
2018-05-05 10:50:00	3590433799317661628	1.00000	15.10612	10.02359	9.95839	14.53483	14.47090	46.59742	56.18098	47.97612	86.51758	97.14877
2018-05-05 10:51:00	3590433799317661487	0.00000	14.05681	8.46253	15.25410	8.05912	12.59781	70.01900	46.10773	63.23645	25.72837	33.03958
2018-05-05 10:52:00	3590433799317662261	0.00000	11.65050	8.90294	9.95067	10.27935	15.59139	43.18433	54.97130	71.37867	81.56362	67.38196
2018-05-05 10:53:00	8630330696303481909	1.00000	12.82127	8.70852	12.27276	15.93700	13.90368	38.15650	58.16760	96.95643	64.59741	97.74293
2018-05-05 10:54:00	863033069630348420	1.00000	15.37135	10.43280	7.53353	14.53438	14.92840	39.76298	42.02905	62.54279	65.03336	73.25589
2018-05-05 10:55:00	8630330696303481495	1.00000	6.81868	11.67038	11.98438	10.69154	8.83290	46.68923	43.18638	7.52819	29.02254	9.29906
2018-05-05 10:56:00	863033069630348313	0.00000	18.09198	9.56540	9.53636	8.45819	12.78784	40.41487	51.46081	15.12067	42.31699	7.63554
2018-05-05 10:57:00	863033069630348354	0.00000	10.88428	9.71516	14.45582	9.79791	15.66613	39.14720	56.63409	71.04292	54.46496	85.12980
2018-05-05 10:58:00	863033069630348735	0.00000	11.15379	12.40439	17.60979	8.49815	15.90300	37.87383	80.81744	40.24271	33.72328	46.22011
2018-05-05 10:59:00	863033069630348909	0.00000	10.59025	9.03282	13.81750	8.21964	14.21153	39.45933	60.03357	20.00969	14.31580	36.44136
2018-05-05 11:00:00	3590433799317661255	1.00000	14.00040	13.47856	16.17873	14.81844	8.45537	44.17269	68.77204	17.58269	63.51289	6.69690
2018-05-05 11:01:00	8630330696303482154	0.00000	8.37715	8.90197	7.36234	11.47164	12.89567	37.05526	55.02811	61.67436	97.06216	94.21808
2018-05-05 11:02:00	3590433799317661743	1.00000	13.77004	9.47271	10.94617	12.70997	15.51024	48.46801	54.04179	51.41888	46.03709	73.04563
2018-05-05 11:03:00	359043379931766544	1.00000	10.14829	12.30867	12.32262	10.30226	10.37940	49.13041	52.52833	50.58189	19.58193	96.63600
2018-05-05 11:04:00	863033069630348875	0.00000	8.46576	14.43460	11.70666	10.65494	10.70531	56.79437	41.93250	98.49344	91.07439	70.54094
2018-05-05 11:05:00	8630330696303481990	1.00000	10.34029	15.34620	13.13555	15.27979	8.91439	53.74001	82.98324	57.82358	53.41984	49.03627
2018-05-05 11:06:00	863033069630348032	0.00000	11.32067	10.64650	6.66508	12.71908	11.18704	50.06073	64.66086	87.51800	55.81832	34.80188
2018-05-05 11:07:00	359043379931766478	1.00000	14.51706	7.74095	12.21101	14.16895	14.12361	51.54431	43.64187	61.75345	39.81610	19.99366
2018-05-05 11:08:00	3590433799317662113	1.00000	11.78934	13.02381	14.04291	13.44190	8.44318	70.86407	88.25146	57.24792	53.17271	36.86904
2018-05-05 11:09:00	8630330696303481032	0.00000	12.21273	6.86305	14.51516	9.81895	13.53929	17.63153	51.06190	66.43880	96.46331	95.76145
2018-05-05 11:10:00	3590433799317661073	0.00000	15.51030	9.31657	14.41359	12.74191	12.80409	53.80505	55.46856	0.80482	45.07168	5.49480
2018-05-05 11:11:00	8630330696303481396	0.00000	15.82223	10.35762	12.78834	11.35278	14.05169	45.63801	33.51547	9.23562	15.26202	31.24230
2018-05-05 11:12:00	3590433799317662154	1.00000	5.83728	13.50890	8.91267	12.05882	7.68285	65.58687	59.49979	46.66481	70.03297	64.74566
2018-05-05 11:13:00	8630330696303482188	1.00000	12.73931	12.47630	15.88713	16.70016	7.52332	51.25861	47.40841	84.52489	72.35441	50.61030
2018-05-05 11:14:00	359043379931766155	1.00000	13.74605	8.52139	13.07200	14.79367	13.93475	48.17248	41.39790	9.80970	58.17330	51.32208
2018-05-05 11:15:00	8630330696303482196	0.00000	13.12698	13.30114	16.42439	8.73142	9.78928	41.04806	37.36673	17.34931	89.83134	72.16558
2018-05-05 11:16:00	3590433799317661362	0.00000	13.59744	10.95618	11.07015	9.08161	13.25507	36.60259	57.50554	98.87384	99.35238	87.11455
2018-05-05 11:17:00	863033069630348776	1.00000	13.25383	10.68474	8.97382	11.99520	15.41344	50.15318	34.21281	75.59835	31.26222	8.92177
2018-05-05 11:18:00	3590433799317661727	1.00000	13.08302	10.59885	11.28445	15.06298	14.41462	36.70799	40.44318	41.76568	64.62785	28.89546
2018-05-05 11:19:00	359043379931766387	0.00000	15.28274	7.49092	12.03264	12.73229	14.59433	57.69147	68.97283	27.82390	79.97977	29.66826
2018-05-05 11:20:00	3590433799317662261	0.00000	12.10903	6.27963	9.43888	8.03056	13.26478	37.79981	70.20856	88.05940	87.94003	5.82993
2018-05-05 11:21:00	3590433799317661933	1.00000	9.63736	8.61368	14.44100	11.46602	14.01078	50.74653	37.31992	33.95603	45.95189	83.03445
2018-05-05 11:22:00	8630330696303481891	1.00000	16.24764	8.96188	10.24095	12.80042	15.11409	51.46443	73.47729	88.90669	88.04959	67.67309
2018-05-05 11:23:00	8630330696303481578	0.00000	9.09801	12.36339	11.49743	13.43725	11.38174	50.47927	58.61594	77.02170	14.32718	39.17963
2018-05-05 11:24:00	3590433799317662204	1.00000	9.05907	13.42018	13.96705	11.88651	10.06837	47.04358	45.37681	89.63036	92.65486	10.55019
2018-05-05 11:25:00	8630330696303482386	1.00000	6.38686	12.88305	8.19603	14.34560	6.74323	40.84230	51.61789	3.49839	49.81059	47.70221
2018-05-05 11:26:00	863033069630348644	1.00000	6.88164	8.60499	14.33521	9.18178	11.40163	42.90183	66.20349	21.15998	64.66509	25.74807
2018-05-05 11:27:00	3590433799317661487	0.00000	13.36513	10.59330	7.03809	11.46846	9.87739	48.25350	21.49716	54.20283	44.81669	28.78915
2018-05-05 11:28:00	8630330696303482311	0.00000	14.66268	10.00062	7.73482	9.18509	9.41685	48.66138	47.88718	81.00268	5.32508	15.28696
2018-05-05 11:29:00	863033069630348255	1.00000	11.57540	12.53849	17.24702	11.40269	12.65238	59.96340	43.90795	91.82793	71.51247	28.14928
2018-05-05 11:30:00	8630330696303482030	1.00000	15.86881	10.69896	11.45044	13.94094	12.90733	36.16958	39.41706	64.61162	50.52885	84.54140
2018-05-05 11:31:00	359043379931766155	1.00000	8.97189	10.64359	13.79691	11.68630	9.75090	48.18588	48.56651	45.68065	16.09116	6.08970
2018-05-05 11:32:00	359043379931766890	0.00000	15.21338	11.09296	11.06997	10.06375	13.57010	34.81512	32.75724	86.67096	22.01621	36.85974
2018-05-05 11:33:00	863033069630348107	1.00000	8.77129	8.30851	13.99598	8.25118	12.10654	51.68464	36.63785	75.47713	38.77742	22.24338
2018-05-05 11:34:00	3590433799317661495	0.00000	14.43664	8.70772	8.13070	8.52469	11.71622	43.47016	32.57463	33.67566	57.84957	69.56895
2018-05-05 11:35:00	8630330696303481271	1.00000	12.62102	12.98696	16.56414	10.46235	11.69433	29.54961	55.13998	59.00053	63.80667	37.14285
2018-05-05 11:36:00	863033069630348313	1.00000	5.44519	10.76399	12.31528	11.15133	11.85850	45.59049	61.72750	42.57696	53.42516	85.69083
2018-05-05 11:37:00	8630330696303482071	1.00000	8.70486	12.08744	12.05986	13.60833	8.58655	55.04246	30.23034	64.81645	41.46923	59.97927
2018-05-05 11:38:00	3590433799317662352	1.00000	10.46107	11.51422	11.61060	14.65646	15.34962	53.65735	39.09442	32.59174	16.14789	8.53352
2018-05-05 11:39:00	359043379931766742	0.00000	12.07574	10.81701	9.85066	10.07456	13.65682	60.24547	26.59205	50.27017	33.17003	54.28807
2018-05-05 11:40:00	359043379931766767	0.00000	13.70217	17.84896	16.19413	15.71832	8.88186	59.83987	57.53709	46.88420	65.49654	70.91806
2018-05-05 11:41:00	863033069630348628	1.00000	12.09722	11.12459	16.93533	13.30412	10.66549	54.06471	30.88644	50.31188	6.44325	84.21354
2018-05-05 11:42:00	8630330696303481370	0.00000	11.19042	10.34978	13.59385	9.49891	11.13290	60.50957	44.92079	70.55416	45.54702	48.06469
2018-05-05 11:43:00	863033069630348735	1.00000	11.63225	17.81270	13.63543	16.99504	9.75261	39.98002	52.88951	92.47551	13.32379	30.95551
2018-05-05 11:44:00	3590433799317662238	1.00000	16.84302	9.25732	13.55798	17.38311	10.66888	67.52860	55.72594	52.39388	25.12786	66.15282
2018-05-05 11:45:00	3590433799317661685	0.00000	12.22925	9.25755	12.21388	13.50253	15.30343	39.64230	39.55095	76.73689	73.46109	89.26870
2018-05-05 11:46:00	863033069630348032	1.00000	14.32938	10.34107	12.17283	9.60694	12.61352	40.95790	57.07088	27.85022	55.83889	45.75109
2018-05-05 11:47:00	3590433799317662048	0.00000	9.56572	10.82449	10.01456	10.33995	13.27517	35.98240	65.68619	85.00684	44.58398	93.45128
2018-05-05 11:48:00	359043379931766486	0.00000	12.63014	10.20487	9.90838	8.66176	12.99239	37.68844	58.91460	50.80251	47.75070	51.56682
2018-05-05 11:49:00	863033069630348842	0.00000	8.36341	10.34480	9.50152	10.32968	10.76924	46.42757	62.68636	51.90578	76.64710	5.75906
2018-05-05 11:50:00	359043379931766536	1.00000	11.40355	13.04885	15.06001	11.21466	10.71226	31.87119	68.16521	73.93718	41.22600	80.01632
2018-05-05 11:51:00	3590433799317661776	0.00000	14.72013	11.63608	13.00914	7.56352	12.84550	48.63708	70.45443	18.94101	14.64999	14.33564
2018-05-05 11:52:00	3590433799317661438	0.00000	16.34624	9.57323	14.26642	10.42060	11.50531	47.56623	21.02817	83.13825	47.81513	10.67545
2018-05-05 11:53:00	3590433799317661172	1.00000	13.37584	7.75800	11.49254	15.00875	14.07631	46.71211	44.72830	96.36851	42.01675	67.47012
2018-05-05 11:54:00	8630330696303482220	0.00000	11.16939	9.16521	8.60057	11.34584	14.42753	65.65879	46.11177	37.44523	59.51959	30.73242
2018-05-05 11:55:00	3590433799317661313	0.00000	13.89536	7.48987	11.99634	9.97515	14.86872	41.55483	51.99238	54.09974	97.17521	5.73774
2018-05-05 11:56:00	3590433799317661842	0.00000	12.73412	9.24074	9.00349	9.08303	10.13146	58.45056	60.33677	61.37326	81.62309	44.47426
2018-05-05 11:57:00	3590433799317662352	1.00000	6.65161	11.76721	12.25981	10.14143	8.04208	38.53955	63.23604	96.86876	3.41885	65.33639
2018-05-05 11:58:00	359043379931766890	1.00000	13.94098	8.29773	11.68633	16.98637	14.26275	55.46703	66.78884	85.42438	7.20354	10.75773
2018-05-05 11:59:00	359043379931766262	0.00000	14.51695	8.41309	10.39653	9.37082	13.22173	55.28531	60.81944	90.57032	2.48995	72.41351
2018-05-05 12:00:00	8630330696303481461	0.00000	14.14280	8.31413	11.89731	11.41778	14.47593	52.77892	65.10305	25.72117	81.31293	7.02203
2018-05-05 12:01:00	3590433799317661719	1.00000	10.42917	14.14671	15.64599	13.66719	11.26504	70.92988	60.14267	75.65020	26.22537	47.82915
2018-05-05 12:02:00	8630330696303481586	1.00000	7.90897	10.74789	13.26810	10.46555	10.70245	62.08018	78.78128	99.78481	59.03368	18.29640
2018-05-05 12:03:00	8630330696303481776	1.00000	15.22429	7.64185	11.56626	14.87609	14.71321	61.49635	44.86149	81.13828	87.91744	69.99636
2018-05-05 12:04:00	8630330696303481834	0.00000	15.74316	11.47874	15.67263	15.53202	12.98578	56.30214	47.83009	9.94603	10.51264	20.87220
2018-05-05 12:05:00	359043379931766288	0.00000	12.01024	7.69712	8.54455	7.43478	14.73003	31.47380	57.51398	59.14414	76.40283	88.62865
2018-05-05 12:06:00	359043379931766841	0.00000	8.22092	8.43910	9.25883	9.50438	15.18073	57.94616	54.54217	9.55754	28.70999	55.17045
2018-05-05 12:07:00	3590433799317661040	1.00000	13.46085	16.54663	16.18996	14.06664	10.29781	48.72473	56.75581	46.51693	76.02877	44.02608
2018-05-05 12:08:00	8630330696303481362	1.00000	11.30484	15.68665	17.98662	9.84728	12.35146	41.48861	64.66739	86.01528	42.97877	59.39518
2018-05-05 12:09:00	359043379931766783	1.00000	11.20392	8.68688	11.36478	6.92164	12.51470	45.99723	51.64051	0.50022	83.33187	31.44063
2018-05-05 12:10:00	8630330696303481180	1.00000	9.79314	12.51321	12.10880	15.73629	8.66913	57.95917	52.62095	63.32706	65.43557	17.44548
2018-05-05 12:11:00	8630330696303482113	1.00000	6.93764	12.32953	9.54283	12.84251	8.23870	45.79042	39.83305	61.67901	57.39150	91.58919
2018-05-05 12:12:00	3590433799317661883	1.00000	12.77923	9.08297	12.63480	9.31820	11.70046	46.52569	42.42851	24.55815	23.62582	40.18263
2018-05-05 12:13:00	863033069630348446	1.00000	9.95461	14.16640	16.56529	10.93682	9.95113	41.62355	55.30441	35.35483	69.90913	73.99816
2018-05-05 12:14:00	3590433799317661826	1.00000	7.87688	10.25517	10.65845	12.61307	9.13402	59.15524	54.08006	46.63418	38.09627	8.05524
2018-05-05 12:15:00	8630330696303481990	0.00000	17.05626	10.69156	11.60128	9.93302	19.45278	55.15516	52.49851	73.97892	92.34338	72.30990
2018-05-05 12:16:00	8630330696303481065	0.00000	14.22349	7.01863	8.32096	7.80629	16.35500	48.19430	48.00025	68.46677	68.02026	4.00306
2018-05-05 12:17:00	863033069630348255	1.00000	11.85220	11.75569	14.71628	10.75555	9.81911	35.51368	62.90891	82.34789	7.57649	31.03435
2018-05-05 12:18:00	3590433799317662006	0.00000	12.58251	9.96580	8.46278	10.20915	13.49736	70.26784	62.37490	47.89194	40.68209	92.95009
2018-05-05 12:19:00	3590433799317662246	0.00000	14.81180	9.39479	15.32963	12.53948	10.69515	64.20472	63.09139	70.46834	93.67287	49.88208
2018-05-05 12:20:00	8630330696303481784	1.00000	9.42399	9.54875	9.33438	10.27288	17.55873	59.04953	63.95577	7.80428	45.46554	67.04659
2018-05-05 12:21:00	8630330696303481149	1.00000	10.73987	15.69730	14.24696	15.40039	9.85971	61.23829	62.97148	67.01581	57.13884	56.19938
2018-05-05 12:22:00	863033069630348628	0.00000	15.05578	7.68528	8.71307	9.38099	16.26889	28.53418	51.38051	12.75398	14.09745	92.77262
2018-05-05 12:23:00	8630330696303482295	1.00000	10.32451	14.56380	15.52053	12.03207	12.30763	40.19804	64.49021	38.84788	24.13439	39.08730
2018-05-05 12:24:00	8630330696303481321	1.00000	11.44521	11.58463	14.98900	14.00240	11.06958	58.41485	65.66456	80.12380	38.05612	0.90110
2018-05-05 12:25:00	8630330696303482212	1.00000	14.17678	10.59580	12.11115	13.98658	12.62267	28.89745	65.25362	69.68904	8.26056	0.07032
2018-05-05 12:26:00	8630330696303481784	0.00000	11.68689	10.07533	10.36611	10.91694	13.57890	45.65214	41.92084	51.01935	83.60579	72.94592
2018-05-05 12:27:00	359043379931766049	1.00000	13.81663	6.94097	14.36986	18.08821	11.72796	48.81508	39.23031	46.28713	17.26434	76.55947
2018-05-05 12:28:00	359043379931766247	1.00000	10.14726	13.94679	12.08592	13.27839	8.40169	47.18142	66.91925	89.12407	65.00389	0.83055
2018-05-05 12:29:00	8630330696303481206	1.00000	14.85729	10.12896	12.81459	14.11317	14.51897	51.02560	57.20554	12.95907	56.32364	2.01529
2018-05-05 12:30:00	863033069630348602	1.00000	11.05331	13.61142	15.87404	13.61757	8.65281	52.32847	48.91273	4.16474	12.30089	97.73279
2018-05-05 12:31:00	3590433799317661099	1.00000	8.65666	14.63965	11.92069	13.44741	9.77920	46.94352	44.74651	96.97148	44.96721	42.79998
2018-05-05 12:32:00	863033069630348099	0.00000	13.41847	8.50079	11.86919	9.01014	10.72666	70.73510	77.06765	5.64743	2.63267	62.99174
2018-05-05 12:33:00	8630330696303481404	0.00000	12.15511	9.55251	14.63839	7.48844	12.34907	35.21744	59.35540	14.71063	54.39706	15.64446
2018-05-05 12:34:00	863033069630348768	1.00000	12.48253	10.76093	12.67076	15.10163	12.53336	56.87363	58.44674	26.20550	62.89857	88.59433
2018-05-05 12:35:00	863033069630348354	1.00000	9.99396	14.81090	12.66336	14.02250	8.90218	54.52044	59.45812	36.75655	78.21735	95.12418
2018-05-05 12:36:00	3590433799317661172	1.00000	10.37818	14.34771	18.26096	11.99232	12.73088	27.25962	52.85516	23.09824	85.00788	84.04569
2018-05-05 12:37:00	359043379931766809	0.00000	13.49342	8.49254	15.78166	12.04623	12.71403	42.54877	46.04250	3.78091	3.90179	72.79730
2018-05-05 12:38:00	3590433799317661099	1.00000	12.94015	8.00569	12.37012	11.24320	14.32191	34.30837	39.45756	26.14184	50.99685	68.92702
2018-05-05 12:39:00	3590433799317661743	1.00000	12.99105	10.62350	12.36840	9.93089	11.13491	66.16727	44.45842	85.42594	35.97687	10.44386
2018-05-05 12:40:00	3590433799317661776	1.00000	12.27398	11.50488	14.87857	16.64338	12.33634	41.41489	70.72484	2.16420	76.92315	72.74111
2018-05-05 12:41:00	8630330696303481669	1.00000	8.05828	11.92984	11.40868	13.48668	11.38485	29.25429	60.85050	19.77027	57.93542	12.61866
2018-05-05 12:42:00	3590433799317661198	1.00000	10.03823	8.02678	17.44019	11.99294	12.02153	56.81486	70.32566	45.00429	12.07492	48.64246
2018-05-05 12:43:00	863033069630348933	1.00000	11.92027	13.24752	17.51345	10.48154	10.39396	23.89542	59.01392	23.79024	59.00553	20.72770
2018-05-05 12:44:00	8630330696303481552	0.00000	13.39895	10.67480	15.92792	9.80401	14.42061	63.57003	64.65718	22.02746	85.16120	48.67369
2018-05-05 12:45:00	359043379931766940	0.00000	12.67753	12.10909	10.10691	11.23508	11.27643	56.13796	64.46003	29.56649	63.33281	76.98797
2018-05-05 12:46:00	3590433799317661784	0.00000	12.56063	9.81323	11.86926	7.13569	11.63440	55.61303	32.19442	78.89314	9.82500	69.13018
2018-05-05 12:47:00	8630330696303481800	0.00000	13.72035	9.06332	15.84444	9.84334	11.67159	42.27288	38.96014	14.41144	75.65038	18.11059
2018-05-05 12:48:00	359043379931766189	0.00000	19.06154	10.90876	13.82064	10.97717	14.15579	42.94985	34.90635	11.64673	73.13685	67.89729
2018-05-05 12:49:00	863033069630348461	1.00000	11.84652	12.58556	16.77979	12.67171	9.30231	58.79085	47.87192	32.33403	28.50286	3.01979
2018-05-05 12:50:00	8630330696303482428	1.00000	8.12333	14.89060	12.61888	12.48951	5.97812	59.61206	37.89094	94.32388	27.98984	0.86207
2018-05-05 12:51:00	3590433799317662477	0.00000	15.05757	12.63661	10.41393	11.40055	12.78367	58.67568	53.21635	23.77303	52.14378	38.46439
2018-05-05 12:52:00	359043379931766445	1.00000	12.33270	9.78708	16.11071	15.77256	14.30926	59.83573	48.72536	26.08441	67.13641	99.92389
2018-05-05 12:53:00	863033069630348321	0.00000	15.79683	12.07561	10.72749	13.60743	10.95126	62.27749	36.16193	47.47830	99.39527	11.21956
2018-05-05 12:54:00	8630330696303481867	0.00000	13.28433	11.15785	13.31790	7.72498	10.10806	56.51334	58.34003	64.56057	3.01381	50.81003
2018-05-05 12:55:00	359043379931766270	1.00000	9.06372	13.47301	11.89792	16.18959	9.03779	40.24008	35.37096	1.04687	47.45787	75.47062
2018-05-05 12:56:00	8630330696303481602	0.00000	11.57249	9.42958	13.80409	9.21982	13.89842	70.87337	86.09523	99.95793	24.73886	65.89506
2018-05-05 12:57:00	8630330696303482386	1.00000	10.41102	12.74204	15.48401	11.59621	10.42988	36.01210	54.53867	60.56658	0.33032	54.60764
2018-05-05 12:58:00	8630330696303481222	1.00000	10.40802	13.06273	10.29022	14.94419	6.15126	56.70858	51.72476	5.65889	74.90550	86.76227
2018-05-05 12:59:00	359043379931766767	1.00000	8.63829	13.13677	11.58660	13.22870	9.79131	41.12673	50.00926	60.28286	57.75212	91.39214
2018-05-05 13:00:00	8630330696303482196	0.00000	15.66075	9.37993	8.25067	9.21606	12.21879	36.36480	39.73131	86.80358	74.14194	18.26249
2018-05-05 13:01:00	863033069630348552	0.00000	10.53290	11.12068	15.20104	8.50131	11.13817	41.71486	41.52983	49.03281	34.29342	59.95245
